poly,win,on_off_c,pid_c
6,925,20.337920282745046,12.966501866953545
6,700,31.289108127300068,13.111725874760262
6,925,15.123068928195034,12.821277859146827
6,700,22.94534596002005,13.030037370368984
6,925,23.988316230930053,13.030037370368984
6,700,36.50395948185008,13.111725874760262
