poly,win,on_off_c,pid_c
6,925,1.211755927806333,3.505149959113871
6,700,2.077295876239428,3.900701810714352
6,925,1.038647938119714,3.135325057210982
6,700,1.73107989686619,3.4697754032796815
6,925,1.384863917492952,3.727044900255604
6,700,2.250403865926047,4.10651740829509
