poly,win,on_off_c,pid_c
6,925,12.379732110801443,12.581707883377788
6,700,18.782328646387775,12.863079398503304
6,925,8.66876706756359,11.710363836537482
6,700,13.484748771765583,12.418330874595231
6,925,13.966346942185782,12.736008391672426
6,700,21.671917668908975,12.953844403382503
