poly,win,on_off_c,pid_c
6,925,123.14943595643791,38.23276246321427
6,700,183.57873574523052,38.33867196609859
6,925,106.89128990382555,38.20628508749319
6,700,157.9720013433378,38.31219459037751
6,925,134.38132645005808,38.23276246321427
6,700,202.50437860556355,38.401508794381456
