poly,win,on_off_c,pid_c
6,925,29.90288531972353,11.313847589054525
6,700,44.527375484393666,11.337405697062495
6,925,29.90288531972353,11.313847589054525
6,700,44.58044744563848,11.337405697062495
6,925,29.90288531972353,11.313847589054525
6,700,44.527375484393666,11.337405697062495
