poly,win,on_off_c,pid_c
6,925,1.73107989686619,3.801009880636182
6,700,2.596619845299285,4.164403045114673
6,925,1.384863917492952,3.44083258486989
6,700,2.250403865926047,3.7817146683629876
6,925,1.9041878865528092,3.9553715788217354
6,700,2.9428358246725232,4.270526712617241
